sample_id,seed,method,method_variant,physics_informed,physics_projection,div_weight,eta,measurement_sigma,operator,noise_sigma,rel_l2,rmse,measurement_error,divergence,vorticity_rmse,run
traj1757_snap4,0,ddrm,ddrm_physics,0,1,0.0,0.0,0.0,blur,0.0,0.0711253061890602,0.0300480648875236,9.759655767993536e-06,0.0039144563488662,0.1045776531100273,runs_ddrm_colab/ddrm_phys_blur_full_val_eta0p0_n640_steps128_sigma4p0
traj1674_snap21,0,ddrm,ddrm_physics,0,1,0.0,0.0,0.0,blur,0.0,0.0522171519696712,0.0163189508020877,1.6740630599088036e-05,0.0062619289383292,0.0568696595728397,runs_ddrm_colab/ddrm_phys_blur_full_val_eta0p0_n640_steps128_sigma4p0
traj1843_snap1,0,ddrm,ddrm_physics,0,1,0.0,0.0,0.0,blur,0.0,0.0576412975788116,0.0296171382069587,1.0349724107072689e-05,0.0044186254963278,0.1016259863972663,runs_ddrm_colab/ddrm_phys_blur_full_val_eta0p0_n640_steps128_sigma4p0
traj1615_snap36,0,ddrm,ddrm_physics,0,1,0.0,0.0,0.0,blur,0.0,0.0547050312161445,0.0164446905255317,1.7354530427837744e-05,0.0052133998833596,0.0572014786303043,runs_ddrm_colab/ddrm_phys_blur_full_val_eta0p0_n640_steps128_sigma4p0
traj1736_snap41,0,ddrm,ddrm_physics,0,1,0.0,0.0,0.0,blur,0.0,0.0546345487236976,0.0259927008301019,9.333146408607718e-06,0.0055714878253638,0.0870407149195671,runs_ddrm_colab/ddrm_phys_blur_full_val_eta0p0_n640_steps128_sigma4p0
traj1669_snap41,0,ddrm,ddrm_physics,0,1,0.0,0.0,0.0,blur,0.0,0.071267619729042,0.0332657434046268,9.359804607811384e-06,0.0073992847464978,0.1170054823160171,runs_ddrm_colab/ddrm_phys_blur_full_val_eta0p0_n640_steps128_sigma4p0
traj1639_snap25,0,ddrm,ddrm_physics,0,1,0.0,0.0,0.0,blur,0.0,0.060709398239851,0.0202398095279932,1.4127611393632831e-05,0.0083510335534811,0.0703497007489204,runs_ddrm_colab/ddrm_phys_blur_full_val_eta0p0_n640_steps128_sigma4p0
traj1773_snap38,0,ddrm,ddrm_physics,0,1,0.0,0.0,0.0,blur,0.0,0.0625618621706962,0.020934397354722,1.2254342436790466e-05,0.0067146546207368,0.0731834471225738,runs_ddrm_colab/ddrm_phys_blur_full_val_eta0p0_n640_steps128_sigma4p0
traj1786_snap24,0,ddrm,ddrm_physics,0,1,0.0,0.0,0.0,blur,0.0,0.0614425241947174,0.0228379312902688,1.089139095711289e-05,0.0041926382109522,0.0799882337450981,runs_ddrm_colab/ddrm_phys_blur_full_val_eta0p0_n640_steps128_sigma4p0
traj1673_snap38,0,ddrm,ddrm_physics,0,1,0.0,0.0,0.0,blur,0.0,0.0544301569461822,0.0140911852940917,1.944791256391909e-05,0.0100098513066768,0.0503155700862407,runs_ddrm_colab/ddrm_phys_blur_full_val_eta0p0_n640_steps128_sigma4p0
traj1649_snap49,0,ddrm,ddrm_physics,0,1,0.0,0.0,0.0,blur,0.0,0.0562119558453559,0.0229264609515666,1.0631278200889938e-05,0.0084298625588417,0.0739566832780838,runs_ddrm_colab/ddrm_phys_blur_full_val_eta0p0_n640_steps128_sigma4p0
traj1700_snap9,0,ddrm,ddrm_physics,0,1,0.0,0.0,0.0,blur,0.0,0.0554423294961452,0.0236511565744876,1.5277915736078285e-05,0.0054710353724658,0.0768772289156913,runs_ddrm_colab/ddrm_phys_blur_full_val_eta0p0_n640_steps128_sigma4p0
